Name;Value
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0.004711613861719248
Heartbeat;0.009418577929396947
Heartbeat;0.014116246997777094
Heartbeat;0.018799985034645587
Heartbeat;0.023465169756034583
Heartbeat;0.028107197187858656
Heartbeat;0.03272148620948134
Heartbeat;0.03730348307472819
Heartbeat;0.041848665905884354
Heartbeat;0.04635254915624208
Heartbeat;0.050810688036793686
Heartbeat;0.055218682902701675
Heartbeat;0.05957218359521707
Heartbeat;0.06386689373476089
Heartbeat;0.06809857496093201
Heartbeat;0.0722630511152573
Heartbeat;0.0763562123625557
Heartbeat;0.08037401924684943
Heartbeat;0.08431250667781953
Heartbeat;0.08816778784387092
Heartbeat;0.09193605804794644
Heartbeat;0.09561359846230343
Heartbeat;0.09919677979854775
Heartbeat;0.10268206588930327
Heartbeat;0.1060660171779821
Heartbeat;0.10934529411321171
Heartbeat;0.1125166604445689
Heartbeat;0.11557698641636836
Heartbeat;0.11852325185635354
Heartbeat;0.1213525491562421
Heartbeat;0.12406208614118427
Heartbeat;0.12664918882530227
Heartbeat;0.12911130405059154
Heartbeat;0.13144600200657955
Heartbeat;0.13365097862825517
Heartbeat;0.13572405786990294
Heartbeat;0.13766319385259718
Heartbeat;0.1394664728832377
Heartbeat;0.14113211534313383
Heartbeat;0.14265847744427304
Heartbeat;0.14404405285154143
Heartbeat;0.14528747416929463
Heartbeat;0.1463875142908121
Heartbeat;0.14734308760930329
Heartbeat;0.14815325108927063
Heartbeat;0.14881720519717165
Heartbeat;0.149334294690462
Heartbeat;0.14970400926424074
Heartbeat;0.14992598405485974
Heartbeat;0.15
Heartbeat;0.14992598405485974
Heartbeat;0.14970400926424074
Heartbeat;0.149334294690462
Heartbeat;0.14881720519717168
Heartbeat;0.14815325108927066
Heartbeat;0.1473430876093033
Heartbeat;0.14638751429081212
Heartbeat;0.14528747416929466
Heartbeat;0.14404405285154145
Heartbeat;0.14265847744427304
Heartbeat;0.1411321153431338
Heartbeat;0.1394664728832377
Heartbeat;0.13766319385259718
Heartbeat;0.1357240578699029
Heartbeat;0.13365097862825517
Heartbeat;0.13144600200657952
Heartbeat;0.12911130405059154
Heartbeat;0.12664918882530224
Heartbeat;0.12406208614118425
Heartbeat;0.1213525491562421
Heartbeat;0.11852325185635354
Heartbeat;0.11557698641636846
Heartbeat;0.11251666044456898
Heartbeat;0.10934529411321181
Heartbeat;0.10606601717798224
Heartbeat;0.10268206588930337
Heartbeat;0.09919677979854787
Heartbeat;0.09561359846230352
Heartbeat;0.09193605804794656
Heartbeat;0.08816778784387104
Heartbeat;0.08431250667781968
Heartbeat;0.08037401924684955
Heartbeat;0.07635621236255578
Heartbeat;0.07226305111525734
Heartbeat;0.06809857496093209
Heartbeat;0.06386689373476093
Heartbeat;0.059572183595217154
Heartbeat;0.05521868290270178
Heartbeat;0.05081068803679376
Heartbeat;0.04635254915624219
Heartbeat;0.04184866590588443
Heartbeat;0.037303483074728284
Heartbeat;0.03272148620948141
Heartbeat;0.028107197187858753
Heartbeat;0.023465169756034646
Heartbeat;0.01879998503464568
Heartbeat;0.014116246997777152
Heartbeat;0.009418577929397038
Heartbeat;0.004711613861719235
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;0
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;-0.3
Heartbeat;0.8500000000000004
Heartbeat;0.8600000000000004
Heartbeat;0.8700000000000004
Heartbeat;0.8800000000000004
Heartbeat;0.8900000000000005
Heartbeat;0.9000000000000005
Heartbeat;0.9100000000000005
Heartbeat;0.9200000000000005
Heartbeat;0.9300000000000005
Heartbeat;0.9400000000000005
Heartbeat;0.9500000000000005
Heartbeat;0.9600000000000005
Heartbeat;0.97
Heartbeat;0.98
Heartbeat;0.99
Heartbeat;1
Heartbeat;0.99
Heartbeat;0.98
Heartbeat;0.97
Heartbeat;0.96
Heartbeat;0.95
Heartbeat;0.94
Heartbeat;0.9299999999999999
Heartbeat;0.9199999999999999
Heartbeat;0.9099999999999999
Heartbeat;0.8999999999999999
Heartbeat;0.8899999999999999
Heartbeat;0.8799999999999999
Heartbeat;0.8699999999999999
Heartbeat;0.8599999999999999
Heartbeat;-0.5
