SensorName;Values
LeadI;0.3848029383754977
LeadI;0.06305570520686853
LeadI;0.2012893816630209
LeadI;-0.3061558300681522
LeadI;0.15559562296799476
LeadI;-0.15158866983559643
LeadI;-0.08358770866036754
LeadI;0.12671828767048257
LeadI;0.02848652939115931
LeadI;0.16237476286889757
LeadI;0.3393969354410158
LeadI;0.02047532196370172
LeadI;0.3858394245497454
LeadI;0.06224030801094105
LeadI;0.3887864517283989
LeadI;0.0753382313360883
LeadI;0.41177331595856254
LeadI;0.27167866958778075
LeadI;0.4089811896210669
LeadI;0.1691029419472247
LeadI;0.2608482931204399
LeadI;0.30227724889031315
LeadI;0.39478637344090733
LeadI;0.3670464304254604
LeadI;0.28535824448909636
LeadI;0.2513674446477838
LeadI;0.34826344312422214
LeadI;0.05617554090703025
LeadI;0.10832187841599739
LeadI;0.11418623654941035
LeadI;0.35044751510666516
LeadI;0.7079624500005841
LeadI;0.7038959065715065
LeadI;0.4253399258186602
LeadI;0.26212919095746123
LeadI;0.2728154202763591
LeadI;0.5536279428465014
LeadI;0.6345260946390043
LeadI;0.42052787618601684
LeadI;0.3684920518802942
LeadI;0.6722260742083197
LeadI;0.6794514317189286
LeadI;0.8408080666329437
LeadI;0.7694029808282007
LeadI;0.6595214071387908
LeadI;1.0085183796394939
LeadI;0.5524384640990654
LeadI;1.029160009432971
LeadI;0.4647440346541407
LeadI;0.9672371934568285
LeadI;1.1113254992371648
LeadI;0.6448139096031817
LeadI;0.17601369969568836
LeadI;0.6165768295120247
LeadI;0.9939982621762304
LeadI;1.0070251031024267
LeadI;0.808992366977181
LeadI;0.6796926027913646
LeadI;0.8569884094443994
LeadI;0.30617691554340465
LeadI;0.964832225842375
LeadI;1.0595607060578371
LeadI;0.9938100693413139
LeadI;0.5494360049151218
LeadI;0.9495900685678264
LeadI;0.9168322575167533
LeadI;0.8594969058362615
LeadI;1.079156633942047
LeadI;0.8859275442222516
LeadI;0.9301798185120975
LeadI;0.820746810711303
LeadI;0.8466558084093515
LeadI;1.068007586291111
LeadI;1.3242316337638553
LeadI;1.0433850449542506
LeadI;1.379122367217376
LeadI;0.9284369046091114
LeadI;1.1451810858772433
LeadI;0.7878644859104186
LeadI;0.9888900924760684
LeadI;1.1019618362070704
LeadI;0.799641873831283
LeadI;1.1804340522380272
LeadI;0.8125780617715247
LeadI;1.162905011172978
LeadI;1.0869048696830426
LeadI;0.8077431577031029
LeadI;1.152888580485085
LeadI;1.2243663322483753
LeadI;1.6285345147406203
LeadI;0.9889590843562333
LeadI;1.0650946835524382
LeadI;1.2097633067810154
LeadI;0.8854104313844677
LeadI;0.8448091802864173
LeadI;0.9452011943327054
LeadI;1.0032188445245915
LeadI;1.2002069732161915
LeadI;0.982283927040879
LeadI;1.3415891672597733
LeadI;1.3531989387764702
LeadI;1.3759837711189458
LeadI;1.5222730887061338
LeadI;0.9988173239340901
LeadI;1.2079233652444878
LeadI;1.103075590157
